Product_Name,Category,Brand,Previous_Price,Current_Price,Expected_Future_Price,Growth_Rate,Date,Location,Quantity,Discount
Diesel 1L,Fuel,HP,91.45,103.47,112.99,13.14,2025-03-07,Mumbai,8,25
Diesel 1L,Fuel,HP,82.93,91.41,97.95,10.23,2023-01-16,Delhi,9,23
Tomato 1kg,Vegetable,Local,71.01,76.69,80.98,8.0,2024-09-06,Chennai,7,8
Silver 1g,Silver,Market,112.29,114.39,115.89,1.87,2023-10-04,Hyderabad,1,19
Onion 1kg,Vegetable,Local,59.2,66.17,71.62,11.77,2023-01-11,Pune,3,19
Normal Rice 1kg,Rice,Fortune,74.94,88.75,100.2,18.43,2023-07-21,Delhi,6,2
Sugar 1kg,Grocery,Aashirvaad,58.97,68.31,75.88,15.84,2024-11-26,Mumbai,10,7
Redmi Note 14,Mobile,Samsung,42773.6,49418.94,54793.38,15.54,2023-03-12,Bangalore,1,18
Gold 24K 1g,Gold,Market,5601.05,5902.64,6125.12,5.38,2023-08-12,Delhi,7,6
Sugar 1kg,Grocery,Britannia,113.93,126.76,136.75,11.26,2024-12-17,Bangalore,3,19
Silver 1g,Silver,Market,64.53,68.11,70.76,5.55,2023-07-28,Pune,8,18
Dell Inspiron,Laptop,Dell,64476.33,73510.6,80720.69,14.01,2023-09-09,Hyderabad,8,20
Silver 1g,Silver,Market,94.17,123.7,150.85,31.36,2023-12-07,Mumbai,2,19
Lenovo LOQ,Laptop,Lenovo,107044.02,111576.24,114883.12,4.23,2025-04-20,Hyderabad,4,1
Potato 1kg,Vegetable,Local,59.98,63.0,65.22,5.04,2024-05-22,Chennai,10,8
Silver 1g,Silver,Market,101.98,107.16,110.97,5.08,2024-10-20,Chennai,1,23
Potato 1kg,Vegetable,Local,18.64,21.59,23.98,15.83,2023-03-01,Chennai,5,8
Premium Rice 1kg,Rice,Local,49.3,54.5,58.52,10.55,2025-06-10,Hyderabad,7,6
Normal Rice 1kg,Rice,Fortune,85.3,90.1,93.65,5.63,2024-10-03,Kolkata,7,20
Galaxy S24,Mobile,Samsung,23952.75,25401.61,26477.16,6.05,2024-02-05,Delhi,8,14
Milk 1L,Grocery,Amul,84.35,99.92,112.83,18.46,2024-04-26,Mumbai,10,14
Tomato 1kg,Vegetable,Local,72.86,85.75,96.37,17.69,2025-05-25,Chennai,7,20
Wheat Flour,Grocery,Britannia,78.81,101.11,121.14,28.3,2024-07-10,Chennai,7,7
Silver 1g,Silver,Market,105.61,121.79,134.85,15.32,2024-05-13,Mumbai,3,24
Petrol 1L,Fuel,IndianOil,94.04,108.87,120.89,15.77,2023-05-14,Kolkata,6,0
Diesel 1L,Fuel,HP,82.26,90.26,96.4,9.73,2024-09-13,Delhi,6,3
Lenovo LOQ,Laptop,Lenovo,87368.78,100449.59,110977.07,14.97,2025-05-22,Kolkata,5,20
OnePlus 12,Mobile,Samsung,22825.77,28124.46,32694.56,23.21,2024-06-09,Pune,10,22
Silver 1g,Silver,Market,81.68,87.72,92.26,7.39,2024-05-02,Mumbai,6,14
Silver 1g,Silver,Market,91.02,107.33,120.79,17.92,2025-02-13,Kolkata,2,1
Lenovo LOQ,Laptop,Lenovo,59297.35,64922.83,69234.24,9.49,2024-10-08,Mumbai,4,9
Onion 1kg,Vegetable,Local,26.18,26.93,27.47,2.86,2023-01-03,Hyderabad,7,1
Potato 1kg,Vegetable,Local,25.37,27.81,29.68,9.62,2024-01-10,Chennai,1,20
Sugar 1kg,Grocery,Aashirvaad,91.34,90.28,89.55,-1.16,2023-09-11,Delhi,9,12
Potato 1kg,Vegetable,Local,47.05,56.96,65.36,21.06,2025-05-29,Kolkata,10,16
Gold 24K 1g,Gold,Market,5955.3,6794.66,7465.02,14.09,2025-05-26,Pune,7,10
Silver 1g,Silver,Market,100.58,122.99,142.17,22.28,2024-04-24,Kolkata,3,3
Silver 1g,Silver,Market,71.45,91.6,109.68,28.2,2023-02-27,Delhi,3,21
Onion 1kg,Vegetable,Local,70.89,82.73,92.4,16.7,2024-02-23,Chennai,5,23
Silver 1g,Silver,Market,113.87,134.79,152.12,18.37,2024-05-02,Delhi,6,4
Normal Rice 1kg,Rice,Fortune,56.91,66.47,74.29,16.8,2023-11-29,Delhi,3,24
Normal Rice 1kg,Rice,Fortune,47.63,55.84,62.58,17.24,2024-12-30,Pune,4,3
Gold 22K 1g,Gold,Market,4853.89,5560.48,6127.09,14.56,2025-06-19,Bangalore,2,16
Premium Rice 1kg,Rice,IndiaGate,77.56,81.23,83.92,4.73,2023-12-19,Pune,10,6
Normal Rice 1kg,Rice,Fortune,82.41,83.73,84.67,1.6,2023-06-15,Kolkata,7,22
OnePlus 12,Mobile,Apple,37256.1,39532.02,41222.49,6.11,2024-08-20,Chennai,2,17
Potato 1kg,Vegetable,Local,40.3,50.33,59.1,24.89,2023-04-29,Kolkata,6,3
Onion 1kg,Vegetable,Local,18.7,20.51,21.9,9.68,2023-04-11,Mumbai,6,11
iPhone 15,Mobile,Apple,59638.36,72578.12,83601.23,21.7,2024-09-05,Chennai,8,6
Bread,Grocery,Amul,92.25,99.45,104.88,7.8,2024-04-02,Mumbai,6,3
Onion 1kg,Vegetable,Local,68.55,83.32,95.89,21.55,2023-07-24,Delhi,7,9
Tomato 1kg,Vegetable,Local,51.93,51.22,50.73,-1.37,2025-01-07,Hyderabad,1,9
Petrol 1L,Fuel,HP,86.07,98.5,108.46,14.44,2024-04-29,Pune,10,2
Silver 1g,Silver,Market,90.7,93.53,95.57,3.12,2023-03-17,Delhi,6,1
Potato 1kg,Vegetable,Local,32.95,31.99,31.34,-2.91,2023-04-26,Kolkata,9,10
Tomato 1kg,Vegetable,Local,50.01,56.15,60.98,12.28,2023-05-19,Pune,1,8
Tomato 1kg,Vegetable,Local,26.4,32.54,37.84,23.26,2023-04-30,Delhi,8,25
Realme GT,Mobile,Realme,65445.53,71138.74,75470.67,8.7,2024-12-13,Delhi,6,10
Diesel 1L,Fuel,HP,82.92,98.41,111.28,18.68,2023-10-26,Pune,10,11
Silver 1g,Silver,Market,77.4,88.6,97.57,14.47,2023-10-09,Pune,10,7
OnePlus 12,Mobile,Samsung,81517.46,87151.27,91367.49,6.91,2025-01-13,Mumbai,9,6
Silver 1g,Silver,Market,99.0,113.06,124.3,14.2,2025-03-31,Kolkata,10,12
Premium Rice 1kg,Rice,Fortune,45.76,45.43,45.2,-0.72,2023-09-11,Delhi,4,25
Dell Inspiron,Laptop,Asus,32324.12,36258.83,39348.4,12.17,2023-02-08,Mumbai,6,4
Tomato 1kg,Vegetable,Local,45.03,51.16,56.04,13.61,2024-04-13,Mumbai,1,23
Premium Rice 1kg,Rice,Fortune,47.23,60.18,71.73,27.42,2025-06-14,Hyderabad,7,1
Gold 24K 1g,Gold,Market,5264.6,5535.13,5734.23,5.14,2025-02-05,Bangalore,4,19
Petrol 1L,Fuel,IndianOil,109.79,121.22,130.05,10.41,2024-09-12,Delhi,5,16
Lenovo LOQ,Laptop,Asus,69663.78,76929.1,82545.22,10.43,2025-05-11,Hyderabad,6,4
Silver 1g,Silver,Market,76.69,85.67,92.69,11.71,2023-11-18,Pune,8,4
Silver 1g,Silver,Market,99.32,111.95,121.92,12.72,2024-05-11,Kolkata,7,1
Silver 1g,Silver,Market,75.88,92.71,107.1,22.18,2023-11-27,Mumbai,6,2
Petrol 1L,Fuel,IndianOil,91.26,108.66,123.16,19.07,2023-02-01,Mumbai,3,7
Silver 1g,Silver,Market,55.31,61.87,67.01,11.86,2024-04-30,Hyderabad,7,4
Silver 1g,Silver,Market,109.5,108.82,108.35,-0.62,2024-02-04,Bangalore,7,11
Galaxy S24,Mobile,Xiaomi,64873.69,80072.46,93204.16,23.43,2024-12-08,Mumbai,7,3
Silver 1g,Silver,Market,117.42,134.85,148.86,14.84,2023-11-01,Mumbai,8,25
Premium Rice 1kg,Rice,IndiaGate,59.51,71.27,81.13,19.76,2024-09-11,Mumbai,3,9
Silver 1g,Silver,Market,84.8,90.95,95.57,7.25,2024-09-19,Pune,1,2
Asus TUF,Laptop,HP,39386.3,38766.0,38338.63,-1.57,2024-01-20,Kolkata,10,5
HP Victus,Laptop,Dell,93081.48,109012.53,122072.9,17.12,2023-07-30,Mumbai,7,20
Wheat Flour,Grocery,Madhur,27.38,30.64,33.19,11.91,2024-12-16,Chennai,8,7
Premium Rice 1kg,Rice,IndiaGate,78.44,93.62,106.3,19.35,2023-05-20,Kolkata,7,24
Redmi Note 14,Mobile,Realme,41056.82,42976.28,44382.72,4.68,2024-09-12,Chennai,6,9
Onion 1kg,Vegetable,Local,68.68,78.08,85.56,13.69,2025-02-23,Bangalore,9,11
Onion 1kg,Vegetable,Local,52.52,60.4,66.74,15.0,2023-12-19,Hyderabad,6,8
iPhone 15,Mobile,Realme,79808.59,86449.97,91485.81,8.32,2023-09-19,Chennai,3,14
Gold 24K 1g,Gold,Market,5480.87,5397.0,5339.19,-1.53,2023-08-23,Pune,6,0
Petrol 1L,Fuel,IndianOil,80.74,85.93,89.8,6.43,2024-05-31,Bangalore,9,19
Potato 1kg,Vegetable,Local,44.18,47.02,49.14,6.43,2023-02-15,Delhi,10,13
HP Victus,Laptop,Lenovo,84250.65,91005.15,96112.36,8.02,2024-01-08,Hyderabad,3,10
iPhone 15,Mobile,Xiaomi,20749.64,23023.78,24790.15,10.96,2023-02-19,Bangalore,6,13
Sugar 1kg,Grocery,Madhur,23.86,28.77,32.91,20.58,2024-09-25,Chennai,9,13
Gold 24K 1g,Gold,Market,6008.0,6418.71,6725.86,6.84,2023-11-21,Hyderabad,4,8
Gold 24K 1g,Gold,Market,5880.15,6962.58,7859.76,18.41,2023-08-18,Chennai,1,11
Gold 24K 1g,Gold,Market,5206.43,6424.95,7477.54,23.4,2023-10-30,Hyderabad,7,14
Dell Inspiron,Laptop,HP,97514.9,103987.5,108819.06,6.64,2025-06-07,Pune,4,7
Sugar 1kg,Grocery,Britannia,40.49,50.55,59.34,24.85,2025-02-12,Pune,6,22
Lenovo LOQ,Laptop,HP,105487.0,118910.7,129503.05,12.73,2024-08-03,Bangalore,2,7
Potato 1kg,Vegetable,Local,66.84,85.78,102.79,28.34,2025-01-07,Hyderabad,7,6
Dell Inspiron,Laptop,Dell,50047.31,57474.07,63444.27,14.84,2023-04-08,Pune,2,2
Milk 1L,Grocery,Britannia,61.84,68.0,72.74,9.96,2023-02-24,Chennai,4,0
Premium Rice 1kg,Rice,Local,39.26,52.67,65.26,34.16,2024-07-14,Pune,7,1
Lenovo LOQ,Laptop,Lenovo,117895.19,133856.66,146542.37,13.54,2025-01-01,Pune,2,17
Galaxy S24,Mobile,Apple,41170.12,42593.28,43623.93,3.46,2023-07-03,Pune,8,2
Gold 24K 1g,Gold,Market,7444.41,7600.13,7711.41,2.09,2024-11-03,Bangalore,3,14
Potato 1kg,Vegetable,Local,26.71,32.87,38.18,23.06,2024-12-24,Pune,3,24
Asus TUF,Laptop,Lenovo,101530.46,114391.03,124533.74,12.67,2023-06-15,Hyderabad,3,4
Diesel 1L,Fuel,HP,80.0,82.0,83.44,2.5,2024-10-28,Delhi,6,10
Silver 1g,Silver,Market,72.62,89.5,104.06,23.24,2024-01-02,Chennai,1,7
HP Victus,Laptop,Asus,98874.75,128369.13,155173.93,29.83,2024-09-18,Chennai,10,18
Realme GT,Mobile,Realme,25461.47,29640.26,33045.5,16.41,2023-05-28,Delhi,4,18
Milk 1L,Grocery,Britannia,64.92,75.45,84.02,16.22,2023-05-16,Chennai,2,10
Normal Rice 1kg,Rice,Fortune,65.2,71.09,75.59,9.03,2023-06-06,Mumbai,9,25
Bread,Grocery,Amul,72.56,85.09,95.38,17.27,2025-06-16,Delhi,2,9
Potato 1kg,Vegetable,Local,32.29,32.55,32.73,0.81,2024-06-19,Hyderabad,6,7
Redmi Note 14,Mobile,Apple,36546.63,42691.6,47716.33,16.81,2023-08-28,Kolkata,6,5
Asus TUF,Laptop,Dell,49219.4,51548.5,53256.02,4.73,2024-09-23,Delhi,6,13
Potato 1kg,Vegetable,Local,51.29,53.67,55.41,4.64,2023-08-18,Chennai,9,16
Potato 1kg,Vegetable,Local,33.28,36.18,38.39,8.71,2025-03-19,Bangalore,4,23
Gold 22K 1g,Gold,Market,6834.77,7159.87,7398.26,4.76,2024-08-28,Bangalore,7,4
Silver 1g,Silver,Market,107.78,129.46,147.69,20.12,2023-03-14,Bangalore,7,18
Silver 1g,Silver,Market,87.07,99.6,109.63,14.39,2023-03-18,Mumbai,4,4
Silver 1g,Silver,Market,54.31,71.22,86.74,31.14,2023-10-13,Delhi,3,14
Petrol 1L,Fuel,IndianOil,107.54,135.57,160.31,26.06,2024-05-22,Kolkata,5,23
Gold 22K 1g,Gold,Market,5359.62,6827.12,8135.64,27.38,2023-02-17,Hyderabad,8,2
Silver 1g,Silver,Market,57.01,67.23,75.67,17.93,2024-06-14,Bangalore,10,15
Galaxy S24,Mobile,OnePlus,70981.8,83453.83,93718.25,17.57,2024-08-22,Mumbai,7,3
Normal Rice 1kg,Rice,Local,64.15,79.77,93.37,24.35,2023-04-17,Hyderabad,7,5
Gold 22K 1g,Gold,Market,5582.9,6311.88,6888.8,13.06,2025-05-24,Mumbai,10,17
Silver 1g,Silver,Market,61.24,74.02,84.83,20.87,2024-07-06,Pune,9,6
Realme GT,Mobile,Realme,26026.05,33628.93,40505.64,29.21,2023-03-15,Delhi,5,6
Sugar 1kg,Grocery,Aashirvaad,111.7,117.07,121.01,4.81,2024-03-19,Pune,6,10
Potato 1kg,Vegetable,Local,30.71,33.03,34.78,7.55,2024-02-11,Kolkata,5,10
Dell Inspiron,Laptop,Dell,68408.26,74750.21,79601.14,9.27,2024-07-13,Delhi,6,4
Silver 1g,Silver,Market,89.43,112.01,131.81,25.25,2024-08-13,Kolkata,9,3
Silver 1g,Silver,Market,58.49,61.79,64.23,5.64,2023-04-02,Kolkata,6,20
Premium Rice 1kg,Rice,Fortune,47.68,61.08,73.1,28.1,2023-05-07,Kolkata,10,19
iPhone 15,Mobile,Xiaomi,50067.37,53289.57,55690.27,6.44,2024-05-17,Chennai,8,6
Normal Rice 1kg,Rice,Fortune,51.39,50.17,49.34,-2.37,2024-12-27,Hyderabad,1,13
Petrol 1L,Fuel,HP,97.88,125.31,149.89,28.02,2024-12-31,Bangalore,9,2
Normal Rice 1kg,Rice,Fortune,60.2,72.92,83.71,21.13,2025-04-08,Chennai,10,16
Premium Rice 1kg,Rice,IndiaGate,84.31,102.65,118.28,21.75,2024-01-16,Pune,9,7
Realme GT,Mobile,Xiaomi,32913.01,36649.58,39562.12,11.35,2025-01-31,Hyderabad,3,23
Bread,Grocery,Aashirvaad,79.18,79.49,79.71,0.39,2025-01-18,Bangalore,2,9
Redmi Note 14,Mobile,Realme,72265.28,75415.21,77716.27,4.36,2024-09-24,Chennai,6,2
Gold 24K 1g,Gold,Market,6900.39,7760.91,8438.39,12.47,2023-03-16,Chennai,8,5
Silver 1g,Silver,Market,107.45,123.0,135.46,14.47,2023-01-14,Delhi,4,21
Normal Rice 1kg,Rice,IndiaGate,63.87,75.43,84.99,18.1,2024-03-27,Mumbai,6,14
Petrol 1L,Fuel,BPCL,111.0,108.75,107.21,-2.03,2023-01-18,Chennai,10,24
Silver 1g,Silver,Market,95.72,107.21,116.22,12.0,2024-03-25,Chennai,3,6
OnePlus 12,Mobile,Xiaomi,59143.47,65708.05,70813.3,11.1,2023-12-01,Kolkata,1,0
Redmi Note 14,Mobile,Realme,61709.88,78094.21,92608.34,26.55,2023-06-04,Hyderabad,4,3
Bread,Grocery,Madhur,91.28,107.52,120.91,17.79,2024-09-30,Mumbai,10,3
Normal Rice 1kg,Rice,Local,59.34,61.89,63.75,4.3,2023-01-04,Chennai,6,4
Bread,Grocery,Aashirvaad,103.65,120.11,133.46,15.88,2023-05-05,Delhi,3,25
Petrol 1L,Fuel,BPCL,115.01,123.75,130.33,7.6,2023-12-16,Delhi,9,24
Premium Rice 1kg,Rice,Fortune,40.94,43.19,44.85,5.5,2023-04-14,Hyderabad,4,2
Onion 1kg,Vegetable,Local,56.26,64.65,71.4,14.91,2025-05-18,Delhi,8,13
Normal Rice 1kg,Rice,Local,81.94,86.72,90.26,5.83,2025-04-26,Chennai,10,7
Normal Rice 1kg,Rice,IndiaGate,43.67,47.59,50.58,8.98,2023-05-25,Mumbai,6,21
Asus TUF,Laptop,HP,93186.2,112042.73,127913.28,20.24,2025-06-10,Bangalore,8,7
Onion 1kg,Vegetable,Local,25.69,29.09,31.78,13.23,2023-07-22,Mumbai,10,7
Asus TUF,Laptop,Asus,85167.52,101845.61,115806.49,19.58,2025-04-21,Chennai,9,3
Petrol 1L,Fuel,BPCL,82.43,80.94,79.92,-1.81,2023-11-19,Delhi,1,22
Gold 22K 1g,Gold,Market,4759.66,5335.14,5786.68,12.09,2023-11-30,Bangalore,1,5
OnePlus 12,Mobile,OnePlus,60013.19,72595.07,83248.86,20.97,2024-03-08,Mumbai,6,14
Petrol 1L,Fuel,IndianOil,109.92,112.6,114.52,2.44,2023-10-31,Kolkata,8,9
Redmi Note 14,Mobile,Apple,12860.64,15372.28,17473.79,19.53,2025-03-19,Pune,6,3
Lenovo LOQ,Laptop,Dell,115113.44,134113.19,149608.18,16.51,2024-03-08,Hyderabad,6,6
Lenovo LOQ,Laptop,Lenovo,64419.87,64076.13,63836.8,-0.53,2024-01-05,Hyderabad,3,18
iPhone 15,Mobile,OnePlus,56476.68,62360.08,66907.49,10.42,2024-02-19,Mumbai,9,8
Onion 1kg,Vegetable,Local,49.28,48.04,47.19,-2.52,2024-01-11,Hyderabad,4,16
Silver 1g,Silver,Market,96.9,109.97,120.35,13.49,2025-06-12,Kolkata,3,9
Bread,Grocery,Britannia,53.7,59.57,64.13,10.93,2024-03-25,Pune,7,23
Bread,Grocery,Britannia,91.55,116.48,138.68,27.23,2023-06-12,Bangalore,5,0
Potato 1kg,Vegetable,Local,67.82,76.18,82.75,12.33,2024-02-04,Kolkata,4,18
Premium Rice 1kg,Rice,Fortune,63.01,71.27,77.81,13.11,2025-03-12,Pune,3,22
Normal Rice 1kg,Rice,IndiaGate,47.33,56.33,63.83,19.02,2023-07-02,Chennai,1,1
Premium Rice 1kg,Rice,IndiaGate,51.1,54.23,56.56,6.13,2023-10-30,Pune,8,11
HP Victus,Laptop,HP,71180.63,89353.67,105322.61,25.53,2024-07-31,Bangalore,4,9
Diesel 1L,Fuel,BPCL,114.72,114.4,114.18,-0.28,2023-02-09,Pune,4,18
Petrol 1L,Fuel,IndianOil,107.55,124.22,137.7,15.5,2024-03-19,Pune,7,8
Petrol 1L,Fuel,IndianOil,85.69,106.11,123.81,23.83,2024-10-31,Pune,3,17
Premium Rice 1kg,Rice,Local,49.03,53.28,56.51,8.67,2024-06-10,Hyderabad,1,14
Gold 24K 1g,Gold,Market,5041.37,5169.72,5261.85,2.55,2024-12-13,Mumbai,6,22
Asus TUF,Laptop,Lenovo,103322.92,125260.72,143877.7,21.23,2025-06-19,Pune,6,8
Premium Rice 1kg,Rice,IndiaGate,68.43,73.43,77.19,7.31,2023-05-24,Chennai,7,25
Gold 24K 1g,Gold,Market,6277.74,7168.93,7881.32,14.2,2023-12-01,Hyderabad,1,24
HP Victus,Laptop,HP,105430.63,112916.09,118527.93,7.1,2023-10-28,Chennai,10,10
Dell Inspiron,Laptop,Asus,76742.65,90083.07,101044.67,17.38,2024-11-20,Chennai,6,9
Premium Rice 1kg,Rice,Fortune,74.99,77.82,79.88,3.77,2023-08-13,Mumbai,3,0
Diesel 1L,Fuel,HP,98.8,106.36,112.06,7.65,2023-05-25,Kolkata,1,0
Lenovo LOQ,Laptop,Dell,64095.51,61914.83,60440.29,-3.4,2024-04-08,Delhi,5,10
Normal Rice 1kg,Rice,IndiaGate,38.77,43.55,47.31,12.33,2025-06-07,Hyderabad,4,1
Realme GT,Mobile,OnePlus,12555.43,15315.49,17672.25,21.98,2024-09-05,Pune,7,8
Tomato 1kg,Vegetable,Local,59.43,69.24,77.24,16.51,2023-01-27,Hyderabad,1,10
Silver 1g,Silver,Market,90.79,108.57,123.45,19.58,2025-02-03,Kolkata,5,9
Premium Rice 1kg,Rice,Fortune,40.92,50.48,58.74,23.36,2023-02-01,Chennai,10,5
Galaxy S24,Mobile,Realme,18298.57,22030.13,25174.9,20.39,2025-01-23,Bangalore,5,4
Silver 1g,Silver,Market,62.81,64.97,66.53,3.44,2024-12-11,Mumbai,10,6
Silver 1g,Silver,Market,106.8,126.91,143.64,18.83,2024-10-15,Hyderabad,2,11
Wheat Flour,Grocery,Aashirvaad,51.0,63.24,73.86,24.0,2023-10-29,Delhi,3,9
Onion 1kg,Vegetable,Local,38.45,45.93,52.18,19.45,2024-09-25,Hyderabad,10,4
Petrol 1L,Fuel,IndianOil,75.65,91.99,105.9,21.6,2025-03-09,Mumbai,4,10
Milk 1L,Grocery,Amul,52.87,54.4,55.5,2.89,2025-04-12,Chennai,8,2
Diesel 1L,Fuel,HP,83.84,93.17,100.43,11.13,2025-04-18,Kolkata,7,0
Gold 22K 1g,Gold,Market,5702.66,6645.41,7414.43,16.53,2023-09-02,Delhi,10,14
iPhone 15,Mobile,Xiaomi,24405.92,27919.79,30733.64,14.4,2024-09-01,Delhi,8,9
Redmi Note 14,Mobile,Xiaomi,77735.32,82545.17,86120.39,6.19,2023-04-27,Chennai,7,6
Silver 1g,Silver,Market,82.36,91.25,98.14,10.79,2024-11-08,Pune,8,12
Normal Rice 1kg,Rice,Local,57.9,58.46,58.86,0.97,2023-04-22,Bangalore,7,14
Tomato 1kg,Vegetable,Local,62.72,77.08,89.43,22.9,2024-12-02,Pune,3,7
Diesel 1L,Fuel,IndianOil,97.14,99.86,101.82,2.8,2025-05-30,Mumbai,5,18
Lenovo LOQ,Laptop,Lenovo,107221.3,114752.17,120394.04,7.02,2025-04-19,Hyderabad,3,7
Silver 1g,Silver,Market,84.16,90.57,95.4,7.62,2025-04-28,Bangalore,10,18
Realme GT,Mobile,Samsung,74497.87,84498.69,92439.04,13.42,2024-03-03,Kolkata,2,3
Dell Inspiron,Laptop,HP,95522.71,100161.18,103565.78,4.86,2025-01-13,Pune,9,3
Gold 24K 1g,Gold,Market,5902.41,6992.04,7895.59,18.46,2024-06-13,Bangalore,4,15
Tomato 1kg,Vegetable,Local,34.46,39.78,44.08,15.44,2025-03-16,Delhi,6,4
Silver 1g,Silver,Market,71.95,74.6,76.52,3.68,2023-03-07,Delhi,1,2
Normal Rice 1kg,Rice,Fortune,36.21,38.79,40.72,7.13,2024-12-19,Chennai,8,12
Diesel 1L,Fuel,IndianOil,74.64,86.42,95.97,15.78,2024-07-18,Kolkata,1,23
HP Victus,Laptop,Dell,62610.9,64300.63,65515.36,2.7,2023-07-16,Mumbai,8,20
iPhone 15,Mobile,OnePlus,76499.38,84544.56,90768.44,10.52,2023-02-27,Pune,1,12
Potato 1kg,Vegetable,Local,73.42,76.39,78.55,4.05,2023-04-08,Bangalore,7,6
Wheat Flour,Grocery,Aashirvaad,112.81,136.78,157.12,21.25,2023-06-29,Bangalore,6,18
Potato 1kg,Vegetable,Local,66.21,73.95,80.0,11.69,2023-10-04,Mumbai,8,5
Onion 1kg,Vegetable,Local,20.03,22.83,25.06,13.98,2025-05-09,Mumbai,2,14
Onion 1kg,Vegetable,Local,46.06,59.07,70.75,28.25,2024-07-12,Hyderabad,8,15
Normal Rice 1kg,Rice,IndiaGate,39.3,49.22,57.92,25.24,2023-07-12,Delhi,6,23
HP Victus,Laptop,Lenovo,67334.83,86996.05,104777.54,29.2,2025-05-17,Chennai,2,13
Silver 1g,Silver,Market,76.64,100.53,122.47,31.17,2025-02-26,Bangalore,5,7
Milk 1L,Grocery,Madhur,104.43,137.39,167.74,31.56,2024-02-13,Kolkata,5,5
Gold 24K 1g,Gold,Market,5919.2,6857.96,7619.31,15.86,2024-11-13,Mumbai,3,14
Wheat Flour,Grocery,Madhur,68.21,72.4,75.51,6.14,2023-06-22,Kolkata,5,6
Realme GT,Mobile,Apple,41015.13,50248.73,58167.36,22.51,2024-03-19,Kolkata,2,23
Bread,Grocery,Britannia,55.45,64.9,72.64,17.04,2025-03-13,Delhi,6,4
Normal Rice 1kg,Rice,Fortune,70.4,75.85,79.96,7.74,2025-01-01,Chennai,2,15
Tomato 1kg,Vegetable,Local,74.52,75.91,76.9,1.87,2023-10-12,Bangalore,9,2
Redmi Note 14,Mobile,Xiaomi,51047.51,55759.2,59361.81,9.23,2023-11-12,Hyderabad,8,18
Gold 24K 1g,Gold,Market,5706.46,6226.54,6623.78,9.11,2024-06-08,Bangalore,6,0
Galaxy S24,Mobile,Apple,24082.87,26033.84,27510.15,8.1,2024-11-21,Bangalore,3,22
Galaxy S24,Mobile,Xiaomi,79918.69,84447.53,87797.37,5.67,2024-02-24,Pune,5,13
Silver 1g,Silver,Market,100.9,102.62,103.84,1.7,2023-11-06,Hyderabad,6,6
Sugar 1kg,Grocery,Madhur,43.65,54.02,63.0,23.76,2023-04-12,Pune,8,20
Petrol 1L,Fuel,IndianOil,97.82,105.42,111.15,7.77,2024-04-25,Bangalore,7,0
Gold 24K 1g,Gold,Market,6589.64,6933.7,7187.12,5.22,2023-08-02,Kolkata,3,1
Dell Inspiron,Laptop,Lenovo,43921.56,50108.6,55049.61,14.09,2024-06-12,Pune,2,12
Dell Inspiron,Laptop,Asus,62343.06,73699.53,83097.15,18.22,2024-11-18,Delhi,5,12
Sugar 1kg,Grocery,Britannia,80.14,90.61,98.9,13.06,2024-11-15,Chennai,6,17
Lenovo LOQ,Laptop,Asus,64792.81,80541.83,94245.8,24.31,2023-11-28,Pune,10,5
Milk 1L,Grocery,Aashirvaad,52.5,62.9,71.62,19.81,2025-02-06,Chennai,1,19
Gold 22K 1g,Gold,Market,5277.92,6576.07,7708.28,24.6,2023-06-04,Chennai,5,7
Silver 1g,Silver,Market,82.73,90.06,95.65,8.86,2023-09-04,Mumbai,10,15
Gold 24K 1g,Gold,Market,6639.76,8071.31,9289.45,21.56,2023-09-06,Pune,6,19
Tomato 1kg,Vegetable,Local,46.49,52.95,58.1,13.9,2023-04-24,Pune,8,13
HP Victus,Laptop,Asus,34069.42,43688.92,52323.82,28.23,2023-12-17,Delhi,4,10
Gold 24K 1g,Gold,Market,5360.07,6841.19,8164.46,27.63,2023-03-14,Delhi,5,25
Silver 1g,Silver,Market,93.43,110.68,124.98,18.46,2025-03-03,Mumbai,1,11
iPhone 15,Mobile,OnePlus,25044.07,30672.9,35498.66,22.48,2025-01-20,Hyderabad,6,6
Lenovo LOQ,Laptop,Dell,34870.86,38132.45,40629.11,9.35,2024-11-18,Delhi,6,20
Normal Rice 1kg,Rice,IndiaGate,50.46,57.55,63.21,14.05,2023-06-21,Chennai,8,14
Silver 1g,Silver,Market,75.29,94.24,110.84,25.17,2024-11-18,Delhi,4,4
Potato 1kg,Vegetable,Local,34.2,38.82,42.49,13.51,2024-01-22,Delhi,5,7
Galaxy S24,Mobile,Samsung,62716.2,66589.6,69468.44,6.18,2025-05-09,Chennai,5,19
Wheat Flour,Grocery,Aashirvaad,87.47,91.07,93.69,4.12,2023-02-20,Delhi,4,7
Normal Rice 1kg,Rice,Local,78.13,88.26,96.27,12.97,2023-10-20,Bangalore,10,4
Potato 1kg,Vegetable,Local,53.72,63.15,70.91,17.55,2025-05-05,Hyderabad,8,19
Tomato 1kg,Vegetable,Local,46.17,50.41,53.65,9.18,2024-01-02,Hyderabad,1,14
HP Victus,Laptop,Lenovo,100885.58,113081.5,122650.69,12.09,2023-06-07,Kolkata,3,25
Silver 1g,Silver,Market,112.34,120.2,126.09,7.0,2024-01-31,Pune,10,0
Normal Rice 1kg,Rice,Local,42.81,42.46,42.22,-0.82,2024-09-27,Hyderabad,9,10
